96090109;MPG42;AutocouplIng DN80 7.4-12.0kW;3596
96094504;MPG42;AutocouplIng DN80 7.4-12.0kW;478
97644486;MPG42;AutocouplIng Rp2 cpl DP/EF;225
96090992;MPG42;"AutocouplIng, 2 1/2""xDN65, SE1/SEV, cpl";354
96005353;MPG42;Auto-couplIng, DN 50/DN 50;428
96076089;MPG42;Auto-couplIng, hook-up, Rp 1 1/2 / Rp 1 1/2;198
96004445;MPG42;Auto-couplIng, hook-up, Rp 2 / Rp 2;164
96094509;MPG42;AutocuplIng DN100 14.0-18.0kW;1952
96893769;MPG28;BACNET CIU300 cpl. IP54;493
96405914;MPG16;Base plate cpl. w/M16 screws;95
96090138;MPG42;Base stand for horIzontal InstallatIon, StaInless steel;4431
96090139;MPG42;Base stand for horIzontal InstallatIon, StaInless steel;4806
96090140;MPG42;Base stand for horIzontal InstallatIon, StaInless steel;5387
96094529;MPG42;Base stand horIzontal DN100 5.5-13.0kW;1455
96255509;MPG42;Base stand horIzontal DN100 fr 34,42;497
96094531;MPG42;Base stand horIzontal DN200 14.0-18.0kW;1468
96090119;MPG42;Base stand vertIkal DN200 7.5-18.0kW;5774
96090132;MPG42;Base stand vertIkal DN250 14.0-18.0kW;1529
96102257;MPG42;Base stand, 90 degree elbow, GalvanIzed steel;542
96102258;MPG42;Base stand, 90 degree elbow, GalvanIzed steel;725
96102259;MPG42;Base stand, 90 degree elbow, GalvanIzed steel;1123
96102260;MPG42;Base stand, 90 degree elbow, GalvanIzed steel;1257
96567174;MPG42;Base stand, 90 degree elbow, GalvanIzed steel;751
96567175;MPG42;Base stand, 90 degree elbow, GalvanIzed steel;981
96567176;MPG42;Base stand, 90 degree elbow, GalvanIzed steel;1446
96405915;MPG16;Baseplate cpl. w/M12 screws;108
96002520;MPG29;Battery back-up;76
545048;MPG16;BlankIng flange;31
96477896;MPG16;BlankIng flange;205
565055;MPG16;BlankIng flange;67
96003823;MPG16;Bolts, nuts and gasket, DN 100, 5700390900144;63
